run_id,data_profile,datetime,random_seed,model_phase1,model_phase2,temperature,prompt_variant,spec_status,sample_selection,outcome_definition,treatment_definition,model_type,model_specification_line,control_variables,fixed_effects,sample_weighting,se_adjustment,point_est,SE,sample_size,execution_status
run_20260505T054848Z_f6aee7,expanded,2026-05-05T05:48:48Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"df['year'].between(2013, 2016) | df['hispan'] == 1 | df['bpl'] == 200 | df['citizen'].isin([3, 4, 5]) | df['age'].between(16, 34) | df['yrimmig'] > 0 | df['birthyr'] > 0 | df['yrimmig'] <= 2007 | df['empstat'].notna() | df['uhrswork'].notna()",((df['empstat'] == 1) & (df['uhrswork'] >= 35)).astype(float),((df['birthyr'] >= 1982) & (df['yrimmig'] <= 2007) & ((df['yrimmig'] - df['birthyr']) <= 15)).astype(float),WLS,"model = smf.wls('full_time ~ daca_eligible + age + I(age ** 2) + sex_female + C(year) + C(statefip) + unemp + lfpr', data=sample, weights=sample['perwt']).fit(cov_type='cluster', cov_kwds={'groups': sample['statefip']})",age | I(age ** 2) | sex_female | unemp | lfpr,C(year) | C(statefip),sample['perwt'],cluster; {'groups': sample['statefip']},0.01635952980181424,0.005125075963695704,80043,success
run_20260505T060755Z_f5c7f3,expanded,2026-05-05T06:07:55Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | 16 <= age <= 45 | birthyr > 0 | yrimmig > 0 | perwt > 0 | 0 <= uhrswork <= 90,(uhrswork >= 35).astype(float),daca_eligible * post_daca,WLS,"model = smf.wls(""full_time ~ daca_eligible * post_daca + age + I(age ** 2) + female + C(statefip) + C(year) + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES + LFPR + UNEMP"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",age | I(age ** 2) | female | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES | LFPR | UNEMP,C(statefip) | C(year),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",-0.027074115291930725,0.004333066901561509,126214,success
run_20260505T062414Z_673d2b,expanded,2026-05-05T06:24:14Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"survey years 2013-2016 | Mexican-origin Hispanic detailed codes (hispand in {100,102,103,104,105,106,107}) | Mexico-born (bpl == 200) | noncitizen (citizen == 3) | age 18-40 | arrival_age between 0 and 30 | valid usual-hours codes (uhrswork 0-98) | positive person weight (perwt > 0)",int((empstat == 1) and (uhrswork >= 35)),int((arrival_age < 16) and (birthyr >= 1982) and (yrimmig <= 2007) and (citizen == 3)),WLS,"model = smf.wls(""full_time ~ treatment + age + C(year) + C(statefip)"", data=df, weights=df[""perwt""]).fit(cov_type=""HC3"")",age,C(year) | C(statefip),"df[""perwt""]",HC3,0.011792602412881036,0.004980393265292253,111754,success
run_20260505T063715Z_876964,expanded,2026-05-05T06:37:15Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year in {2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2016} | statefip matches a row in policy_labor_market_data.csv | gq in {1, 2, 5} | sex in {1, 2} | birthyr between 1978 and 1984, excluding 1981 | hispan == 1 and bpl == 200 | citizen in {3, 4, 5} | yrimmig between 1 and 2007 | 0 <= yrimmig - birthyr <= 15","((analysis_df[""empstat""] == 1) & (analysis_df[""uhrswork""] >= 35)).astype(int)","(analysis_df[""birthyr""] >= 1982).astype(int)",WLS,"results = smf.wls(""full_time_employed ~ daca_eligible * post_daca + C(birthyr) + C(year) + C(statefip) + C(sex) + UNEMP + LFPR + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",UNEMP | LFPR | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES,C(birthyr) | C(year) | C(statefip) | C(sex),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.052783152655627025,0.010110724462504453,23553,success
run_20260505T071106Z_b3286b,expanded,2026-05-05T07:11:06Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2013 <= year <= 2016 | statefip <= 56 | hispan == 1 | bpl == 200 | citizen == 3 | 16 <= age <= 40 | 1900 <= yrimmig <= 2007,uhrswork >= 35,"((year - age).between(1982, 1997) & ((yrimmig - (year - age)) < 16))",WLS,"result = smf.wls(""full_time ~ daca_eligible + C(year) + C(age) + C(statefip) + lfpr + unemp + driverslicenses + instatetuition + statefinancialaid + higheredban + C(everify) + limiteverify + omnibus + C(task287g) + C(jail287g) + securecommunities"", data=df, weights=df[""weight""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",lfpr | unemp | driverslicenses | instatetuition | statefinancialaid | higheredban | limiteverify | omnibus | securecommunities,C(year) | C(age) | C(statefip) | C(everify) | C(task287g) | C(jail287g),"df[""weight""]","cluster; {""groups"": df[""statefip""]}",0.03317087701055523,0.005919846629570889,103096,success
run_20260505T072545Z_698e88,expanded,2026-05-05T07:25:45Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,year >= 2006 | year <= 2016 | year != 2012 | statefip <= 56 | hispan == 1 | bpl == 200 | citizen == 3 | age >= 16 | age <= 40 | birthyr > 0 | yrimmig > 0,"((df[""empstat""] == 1) & (df[""uhrswork""] >= 35)).astype(float)","((df[""birthyr""] >= 1982) & (df[""yrimmig""] <= 2007) & ((df[""yrimmig""] - df[""birthyr""]) <= 15)).astype(float)",WLS,"model = smf.wls(""full_time ~ daca_eligible + daca_post + age + I(age ** 2) + sex_female + C(year) + C(statefip)"", data=sample, weights=sample[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})",daca_post | age | I(age ** 2) | sex_female,C(year) | C(statefip),"sample[""perwt""]","cluster; {""groups"": sample[""statefip""]}",0.008834251511858593,0.004260556201416403,355188,success
run_20260505T074154Z_e7cee0,expanded,2026-05-05T07:41:54Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 | 1 <= statefip <= 56 | hispan == 1 | bpl == 200 | citizen in {3, 4, 5} | 15 <= age + (2012 - year) <= 40 | 1900 <= yrimmig <= 2007 | age - (year - yrimmig) < 16 | uhrswork not in {98, 99}",int(uhrswork >= 35),int(age + (2012 - year) <= 30),WLS,"result = smf.wls(""full_time ~ eligible * post + C(statefip) + C(year) + lfpr + unemp"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",lfpr | unemp,C(statefip) | C(year),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.23512263197294925,0.00990614594556483,141045,success
run_20260505T075442Z_dc5da4,expanded,2026-05-05T07:54:42Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen in {3, 4, 5} | 16 <= age <= 34 | 1900 <= yrimmig <= 2007 | yrimmig <= year",((empstat == 1) & (uhrswork >= 35)).astype(int),(((age - (year - 2012)) <= 30) & ((age - (year - yrimmig)) < 16)).astype(int),WLS,"result = smf.wls('full_time ~ eligible * post + C(age) + C(year) + C(statefip) + LFPR + UNEMP', data=sample, weights=sample['perwt']).fit(cov_type='cluster', cov_kwds={'groups': sample['statefip']})",LFPR | UNEMP,C(age) | C(year) | C(statefip),sample['perwt'],cluster; {'groups': sample['statefip']},0.018110669150720907,0.0055593607238386975,227320,success
run_20260506T151435Z_422d74,expanded,2026-05-06T15:14:35Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 (Mexican ethnicity) | bpl == 200 (Mexican-born) | citizen in [3, 4, 5] (non-citizen status) | age between 16 and 65 | year in [2013, 2014, 2015, 2016] (post-DACA implementation)",(empstat == 1) & (uhrswork >= 35),"birth_year in [1982, 1996] (would be age 16-30 on June 15, 2012)",unknown,"LogisticRegression(model.fit(X, y, sample_weight=perwt/100)) with X=[daca_eligible, scaled_unemp, scaled_lfpr]",,,perwt/100,,0.02492043850260802,0.012502001929532599,217186,success
run_20260506T153130Z_cdb38e,expanded,2026-05-06T15:31:30Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"Hispanic ethnicity: HISPAN==1 (Mexican) | Birthplace: BPL==200 (Mexico) | Citizenship: CITIZEN in [3,4,5] (Noncitizen or status not reported) | Years: 2013, 2014, 2015, 2016 (post-DACA implementation) | Age: 15-35 years old | DACA eligibility criteria: Arrived before age 16 (YRIMMIG<=1996) AND born after 1981","fulltime = 1 if UHRSWORK >= 35 (usually working 35+ hours per week), 0 otherwise","daca_eligible = 1 if arrived unlawfully before age 16 (by June 1996) AND not yet age 31 as of June 2012 (born after June 1981), 0 otherwise",WLS,"sm.WLS(y, X, weights=perwt/100).fit() where X includes: const, daca_eligible, post_2012, daca_x_post (treatment effect), UNEMP, LFPR, male, age, and state fixed effects",,,perwt/100,,0.04341687092979362,0.002087004413613134,88831,success
run_20260506T155651Z_ac4d5c,expanded,2026-05-06T15:56:51Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 | bpl == 200 | citizen in [3, 4, 5] | yrimmig <= 2007 | age + (2012 - year) <= 30 | yrimmig - (year - age) < 16 | year in [2013, 2014, 2015, 2016]",(empstat == 1) and (uhrswork >= 35),DACA eligible via post_daca and young_cohort indicators,unknown,ols('fulltime_employed ~ C(year) + young_cohort + post_daca:young_cohort'),young_cohort | post_daca:young_cohort,C(year),,,22010848323.624416,41382621743.08866,42342,success
run_20260506T160954Z_f194da,expanded,2026-05-06T16:09:54Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"Hispanic-Mexican ethnicity (hispan==1) | Mexican birthplace (bpl==200) | Noncitizen status (citizen in [3,4,5]) | Arrived by 2007 (yrimmig <= 2007) | Arrived before age 16 (age_at_arrival < 16) | Age 15-30 as of June 15, 2012 (age_in_2012 in [15,30]) | Survey years 2012-2016",(empstat == 1) & (uhrswork >= 35),(year >= 2013),WLS,"wls_model = sm.WLS(y, X, weights=weights); wls_result = wls_model.fit()",,,weights,,0.11522841395439677,0.005706779348179955,43079,success
run_20260506T162906Z_2247ff,expanded,2026-05-06T16:29:06Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"Country of birth: Mexico (BPL == 200) | Citizenship status: Non-citizen (CITIZEN in [3, 4, 5]) | Age: 16-35 years old | Valid person weight (perwt > 0) | Valid employment status (empstat > 0) | Years: 2006-2016",(df['empstat'] == 1) & (df['uhrswork'] >= 35),post_daca = (year >= 2013),unknown,"outcome = post_daca + age_centered + state_FE + year_FE, weighted by perwt",,,,,1.3869957887631097,0.017586959412612294,294524,success
run_20260506T165947Z_3bf823,expanded,2026-05-06T16:59:47Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"year in [2006,2007,2008,2009,2010,2011,2013,2014,2015,2016] | hispan == 1 (Mexican ethnicity) | bpl == 200 (Mexico birthplace) | citizen in [3,4,5] (noncitizen status) | age in [18,35] | uhrswork in [1,99] (employed with valid hours)",(acs['uhrswork'] >= 35).astype(int),(acs['birth_year_approx'] >= 1982) * (acs['year'] >= 2013),unknown,"WLS(fulltime ~ daca_eligible + post + treated + state_fe + year_fe, weights=perwt_normalized)",,,perwt_normalized,,0.0005958993976723257,0.00032585981082743483,253361,success
run_20260506T171710Z_249dd7,expanded,2026-05-06T17:17:10Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"Years 2013-2016 (post-DACA implementation for policy variation) | Ethnically Hispanic with hispan==1 (Mexican) | Born in Mexico (bpl==200) | Age 18-70 | Non-citizen status (citizen codes 3, 4, or 5) | Valid employment and hours worked data",(empstat==1) and (uhrswork>=35),"(birth_year >= 1982) and (yrimmig <= 2007) and (citizen in [3,4,5]) and (yrimmig - birth_year <= 15)",WLS,"sm.WLS(fulltime_employed, sm.add_constant(daca_eligible), weights=perwt/100).fit()",,,perwt/100,,0.06432703199726271,0.03782998088234187,2318,success
run_20260506T173026Z_290641,expanded,2026-05-06T17:30:26Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 (Mexican) | bpl == 200 (Mexico born) | citizen in [3, 4, 5] (non-citizen) | age >= 16 and age <= 45 | empstat in [1, 2] (in labor force) | year >= 2006 and year <= 2016",fulltime = 1 if uhrswork >= 35 else 0,post_daca = 1 if year >= 2013 else 0,OLS,"np.linalg.lstsq((W @ X), (W @ y))[0] with W = diag(sqrt(perwt))",,,,,-0.00835229342185276,0.0015027769537020272,331450,success
run_20260506T180310Z_15d692,expanded,2026-05-06T18:03:10Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 (Mexican) | bpl == 200 (Mexico) | citizen in [3, 4, 5] (non-citizen) | birth_year between 1982-1995 (age eligibility for DACA) | year between 2007-2016",(empstat == 1) & (uhrswork >= 35),post_daca = (year >= 2013),unknown,"OLS with weights, covariates: post_daca, age, year fixed effects",,,,,-0.07176251764400454,0.003931458476337961,158161,success
run_20260506T185118Z_3ba97e,expanded,2026-05-06T18:51:18Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"year in [2013, 2014, 2015, 2016] | hispan == 1 | bpl == 200 | age in [15, 30] | citizen in [3, 4, 5] | empstat in [1, 2] | uhrswork > 0",(df['uhrswork'] >= 35),(df['birth_year'] >= 1982) & (df['birth_year'] <= 1996),WLS,"smf.wls('full_time ~ C(daca_eligible) + C(year) + C(statefip)', data=df, weights=df['perwt']).fit()",,C(daca_eligible) | C(year) | C(statefip),df['perwt'],,0.0,0.0,35150,nonpositive_se
run_20260506T191103Z_4f2060,expanded,2026-05-06T19:11:03Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"year in [2013, 2014, 2015, 2016] | hispan == 1 (ethnically Hispanic) | bpl == 200 (Mexican-born) | birthyr between 1968 and 1996 (age constraints for DACA eligibility) | labforce == 2 (in labor force) | uhrswork > 0 and uhrswork <= 99 (non-missing, valid hours worked)",fulltime = 1 if uhrswork >= 35 else 0 (employed 35+ hours per week),"daca_eligible = 1 if (birthyr > 1981 AND bpl == 200 AND citizen in [3, 5] AND yrimmig <= 2007) else 0",unknown,Weighted Least Squares (WLS) with person weights: fulltime = b0 + b1*daca_eligible + b2*post + b3*daca_eligible*post,,,,,-0.020789023510758065,0.0011371973972839297,145132,success
run_20260506T193744Z_c86e96,expanded,2026-05-06T19:37:44Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"year >= 2013 and year <= 2016 | hispan == 1 (Mexican) | bpl == 200 (Mexico) | age >= 18 and age <= 31 | citizen in [3, 4, 5] (not citizen) | empstat in [1, 2] (in labor force)",(empstat == 1) & (uhrswork >= 35),post_daca = (year >= 2013),unknown,"wls('full_time ~ treatment + C(year) + age_centered', data=analysis_df, weights=analysis_df['wt'])",age_centered,C(year),analysis_df['wt'],,0.3546212083594493,0.002052398814076743,40714,success
run_20260506T195230Z_73db27,expanded,2026-05-06T19:52:30Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"Survey years 2013-2016 (post-DACA implementation in June 2012) | Working-age population: aged 16-65 | Mexican-origin respondents: bpl==200 (Mexico) or hispan==1 (Mexican) | Valid responses: age > 0, perwt > 0, empstat in [1,2], uhrswork > 0",(empstat == 1) & (uhrswork >= 35),"(bpl == 200) & (hispan == 1) & (citizen in [3, 5]) & (birth_year >= 1982) & (birth_year <= 1996)",unknown,"weighted OLS: full_time_employed = beta_0 + beta_1 * eligible_for_daca, weights=perwt",,,perwt,,0.021283821084187436,0.002013763545306605,517669,success
run_20260506T200459Z_14488e,expanded,2026-05-06T20:04:59Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"HISPAN == 1 (Mexican) | BPL == 200 (Mexico-born) | CITIZEN in [3, 4, 5] (noncitizen) | Year in [2013, 2014, 2015, 2016] (post-DACA) | Age in [18, 31] | EMPSTAT in [1, 2, 3] (valid employment status) | UHRSWORK in [1, 99] (valid hours worked)",(EMPSTAT == 1) & (UHRSWORK >= 35),(birth_year >= 1982) & (birth_year <= 1994),Logit,"sm.Logit(y, sm.add_constant(X)).fit()",,,,,0.03260835396989725,0.008597317417616983,41726,success
run_20260506T202404Z_c52d2f,expanded,2026-05-06T20:24:04Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan==1 or bpl==200 (Mexican-origin) | citizen in [3,4,5] (Noncitizen or unknown citizenship) | age between 16 and 65 (Working age) | empstat==1 (Employed) | uhrswork > 0 (Positive hours worked) | year between 2006 and 2016 | perwt > 0 (positive person weight)",uhrswork >= 35 (usually working 35+ hours per week),"DACA eligible indicator: birth year >= 1982 (would be <=30 on June 15, 2012)",unknown,"wls('full_time ~ daca_eligible + post_daca + eligible_x_post', data=df, weights=perwt/mean(perwt)).fit()",post_daca | eligible_x_post,,perwt/mean(perwt,,0.011012824930707942,0.002734475791749539,410746,success
run_20260506T210337Z_da4951,expanded,2026-05-06T21:03:37Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 | bpl == 200 | citizen in [3, 4, 5] | age >= 13 | age <= 30 | year in [2013, 2014, 2015, 2016]",uhrswork >= 35,year - 2012,unknown,"logit(formula='outcome ~ treatment', data=df, weights=perwt/100).fit()",,,perwt/100,,0.06611866256929962,0.00733648305288303,60744,success
run_20260506T213339Z_fd5899,expanded,2026-05-06T21:33:39Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 | bpl == 200 | citizen in [3, 4, 5] | age >= 18 and age <= 60 | empstat in [1, 2, 3] | uhrswork > 0",(df['uhrswork'] >= 35).astype(int),(df['age'] >= 15) & (df['age'] <= 30),unknown,"X = np.column_stack([np.ones(len(df)), df['daca_eligible'], df['post_daca'], df['daca_eligible']*df['post_daca']])",,,,,-0.0469344388560538,0.003003170593141122,430024,success
run_20260506T215831Z_848fc3,expanded,2026-05-06T21:58:31Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"year in [2013, 2014, 2015, 2016] | age >= 18 and age <= 65 | (bpl == 200) or (hispan == 1) | citizen in [3, 4, 5] | empstat and uhrswork not missing",(empstat == 1) & (uhrswork >= 35),birthyr >= 1982,unknown,WLS regression with treatment indicator on full-time employment,,,,,-0.01699139644328387,0.00019111316333813932,222689,success
run_20260506T221940Z_7a0c97,expanded,2026-05-06T22:19:40Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"Hispanic origin = Mexican (hispan == 1) | Birthplace = Mexico (bpl == 200) | Not a citizen (citizen in [3, 5] - not a citizen or citizenship status not reported) | Valid employment status reported (empstat in [1, 2, 3]) | Non-missing usual hours worked per week (uhrswork > 0)","fulltime = 1 if uhrswork >= 35 hours per week, else 0","post_daca = 1 if year >= 2013 (post-DACA implementation in June 2012), else 0",unknown,"model.fit(X[['post_daca']], y); point_estimate = model.coef_[0]",,,,,-0.010146510642900286,0.001255838522716806,446209,success
run_20260506T224431Z_8c2988,expanded,2026-05-06T22:44:31Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"year in (2013, 2014, 2015, 2016) | hispan == 1 (Mexican) | bpl == 200 (Mexico) | citizen in (3, 4, 5) (noncitizen) | age in 2012 between 16 and 65 (working age)",(empstat == 1) & (uhrswork >= 35),(age - (year - 2012) >= 15) & (age - (year - 2012) <= 30),unknown,"WLS regression: y = const + beta * daca_eligible, weights=perwt/100",,,perwt/100,,-0.0035113133192604955,0.0022967524249727484,214462,success
run_20260506T230149Z_250c41,expanded,2026-05-06T23:01:49Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 (Mexican) | bpl == 200 (Mexico) | year >= 2013 and year <= 2016 | age > 0 and uhrswork > 0 and empstat == 1 | birth_year_approx >= 1981 (not yet 31 as of June 15, 2012) | arrival_age < 16 and yrimmig > 0 (arrived before age 16) | citizen in [3, 4, 5] (not a citizen or status uncertain)",fulltime = (uhrswork >= 35),daca_eligible = (age_cutoff_eligible AND arrival_age_eligible AND legal_status_eligible),unknown,"beta = np.linalg.solve(XtWX, Xtwy)  # WLS with treatment, post_daca, interaction, and year FE",,,,,-0.03934753402567512,0.0008297087180034251,212030,success
run_20260506T232752Z_4463d6,expanded,2026-05-06T23:27:52Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 | bpl == 200 | citizen in [3, 4, 5] | year in [2013, 2014, 2015, 2016]",(empstat == 1) & (uhrswork >= 35),(birth_year_approx >= 1981) & (birth_year_approx <= 1996),unknown,weighted_difference_in_means = treated_mean - control_mean,,,,,0.07884372378876348,0.00271860113831863,241791,success
run_20260506T234025Z_93e4fa,expanded,2026-05-06T23:40:25Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 (ethnically Mexican) | bpl == 200 (born in Mexico) | citizen in [3, 4, 5] (non-citizen without lawful status) | birth_year in [1981, 1996] (age 16-31 in 2012, DACA-eligible cohort) | year in [2013, 2014, 2015, 2016]",(empstat == 1) & (uhrswork >= 35),"daca_eligible * post_daca, where daca_eligible = 1 if birth_year in [1981, 1996], post_daca = 1 if year >= 2013",WLS,"sm.WLS(fulltime_employed, sm.add_constant(df[['daca_eligible', 'post_daca', 'treatment', 'year_2014', 'year_2015']]), weights=perwt).fit()",,,perwt,,0.04614915946986122,0.035875510199066846,234,success
run_20260506T235402Z_035da6,expanded,2026-05-06T23:54:02Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 (Mexican ethnicity) | bpl == 200 (born in Mexico) | citizen in [3, 4, 5] (not a citizen or status not reported) | age >= 15 and age <= 30 | year in [2013, 2014, 2015, 2016]","1 if empstat == 1 (employed) and uhrswork >= 35 (hours per week), 0 otherwise","1 if age between 15-27 (proxy for DACA eligibility), 0 otherwise",unknown,"WLS(fulltime ~ daca_eligible + post_daca + daca_eligible*post_daca, weights=perwt)",,,perwt,,-0.07795699672478376,0.0022562252229229095,57840,success
run_20260507T001255Z_de6983,expanded,2026-05-07T00:12:55Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"YEAR in [2013, 2014, 2015, 2016] | HISPAN == 1 (Mexican) | BPL == 200 (Mexico birthplace) | CITIZEN in [3, 4, 5] (noncitizen or status not reported) | birth_year >= 1980 and birth_year <= 1996 | YRIMMIG <= birth_year + 16 | YRIMMIG <= 2007 | AGE in [16, 40] (working age)",(EMPSTAT == 1) & (UHRSWORK >= 35),birth_year >= 1981,unknown,"np.column_stack([np.ones(len(df)), df['daca_eligible'].values]); OLS with weights",,,,,-0.07740591546924054,0.01265284833955195,43016,success
run_20260507T004951Z_564969,expanded,2026-05-07T00:49:51Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 (Mexican ethnicity) | bpl == 200 (Mexico birthplace) | citizen in [3, 4, 5] (Noncitizen status) | age >= 18 and age <= 65 (Working-age population)",(empstat == 1) & (uhrswork >= 35),year >= 2013,unknown,"wls_model = WLS(y, X, weights=df_sample['weights'])",,,df_sample['weights'],,0.011829645393335616,0.0012008866034794858,606977,success
run_20260507T005840Z_a72ce2,expanded,2026-05-07T00:58:40Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"year >= 2013 and year <= 2016 | hispan == 1 (Mexican) | bpl == 200 (Mexico) | citizen in [3, 4, 5] (non-citizen) | age >= 15 and age <= 35 | empstat in [1, 2] (in labor force)",(uhrswork >= 35).astype(int),((age - (year - 2012) + (152/365) >= 16) & (age - (year - 2012) + (152/365) <= 30)).astype(int),unknown,beta = np.linalg.inv(X_arr.T @ np.diag(weights) @ X_arr) @ (X_arr.T @ np.diag(weights) @ y),,,,,0.007319844413572099,0.0003115344386193881,59540,success
run_20260507T011457Z_db9f56,expanded,2026-05-07T01:14:57Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 (Mexican ethnicity) | bpl == 200 (Mexico birthplace) | yrimmig <= 2007 (continuous US residence since June 2007) | citizen in [3, 4, 5] (non-citizen status) | age_at_immigration < 16 (arrived before 16th birthday) | birthyr >= 1981 (not yet 31 as of June 15, 2012) | year in [2013, 2014, 2015, 2016] (2013-2016 ACS years, post-DACA implementation)",(empstat == 1) & (uhrswork >= 35),(birthyr >= 1981) & (yrimmig <= 2007) & (age_at_immigration < 16),unknown,point_estimate = weighted_mean_eligible - weighted_mean_ineligible,,,,,-0.10870201278192654,0.0019448431296886003,241661,success
run_20260507T013134Z_60f0f2,expanded,2026-05-07T01:31:34Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"Mexican ethnicity (hispan == 1) | Mexican-born (bpl == 200) | Non-citizen status (citizen in [3, 4, 5]) | Years 2013-2016 (post-DACA implementation)",((empstat == 1) & (uhrswork >= 35)).astype(int),((age >= 16) & (age <= 31)).astype(int),unknown,OLS with weights: fulltime ~ DACA_eligible + age_centered + year_2013 + year_2014 + year_2015,,,,,0.0191519323610972,0.002778719280944373,241791,success
run_20260507T015434Z_51432a,expanded,2026-05-07T01:54:34Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 OR bpl == 200 | citizen IN [3, 4, 5] | yrimmig <= 2007 | yrimmig - (year - age) < 16 | 2012 - (year - age) >= 0 AND 2012 - (year - age) <= 30 | year BETWEEN 2006 AND 2016 | age BETWEEN 18 AND 35 | empstat > 0 | yrimmig > 0 AND yrimmig <= year",empstat == 1 AND uhrswork >= 35,year >= 2013,unknown,"WLS(full_time_employed, [1, post_daca], weights=perwt/100)",,,perwt/100,,0.06717640203601086,0.003551141612110543,80126,success
run_20260507T021301Z_e5c93a,expanded,2026-05-07T02:13:01Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"Ethnically Hispanic-Mexican (HISPAN == 1) | Mexico-born (BPL == 200) | Non-citizen (CITIZEN in [3, 4, 5]) | Survey years 2013-2016 (post-DACA implementation) | Age at immigration < 16 years | Year of immigration <= 2007 | Birth year > 1981 (under 31 on June 15, 2012) | Birth year < 1996 (at least 17 in 2013) | Employment status data available (EMPSTAT in [1, 2, 3]) | Non-zero usual hours worked (UHRSWORK > 0)",(UHRSWORK >= 35) & (EMPSTAT == 1),(YRIMMIG >= 1997) & (YRIMMIG <= 2002),unknown,"np.linalg.solve(X.T @ np.diag(PERWT/100) @ X, X.T @ np.diag(PERWT/100) @ y) for y = fultime_employed, X = [1, high_exposure]",,,,,-0.014241408904061613,0.006169558664301443,22460,success
run_20260507T031524Z_322a07,expanded,2026-05-07T03:15:24Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"Years 2013-2016 (post-DACA implementation) | HISPAN == 1 (Mexican ethnicity) | BPL == 200 (Mexico-born) | CITIZEN in {3, 4, 5} (non-citizen, provisional status, or status not reported) | Birth year 1982-1996 (age 16-30 on June 15, 2012)",((empstat == 1) & (uhrswork >= 35)),"(birthyr >= 1982) & (birthyr <= 1996) & (bpl == 200) & (citizen in [3, 4, 5])",OLS,"LinearRegression().fit(X * sqrt(weights), y * sqrt(weights))",,,,,0.17582937428505943,0.002017576173382674,241791,success
